Insult,Date,Comment
0,20120530050925Z,"""'ewe'?.thinking about you last date."""
1,20120530000434Z,"""go fuck yourself you dumbass bitch. megan fugate is a dirty ass lying gutter slut fucking whore and i would shoot that bitch myself. and you do not know shit about the trial. do not you ever talk shit on mike or dylan you fucking cunt. and yeah dylan was there that night it fucking happened you dumb bitch. you do not know shit i know everything. so go bury yourself a fucking hole, lay in it, and fucking die and we can put megan fugate right next to you:)) and you both can fucking die and rot in hell together you dumb piece of shit cunt. go fucking die so i can shit and piss on you are grave."""
0,20120610152058Z,"""you do need it because you are a good mom!"""
0,20120611205802Z,"""interesting the wonderful kcstar took down my post and link to the story about the coke dealer flying on the team plane with mu is basketball team."""
1,20120619031813Z,"""make you are mother stop spreading herpes"""
0,20120611174813Z,"""i'm more than happy to give you my $.02. you will never get the type of investors you need. you need to think about changing you are crazy business model. considder that my investment,"""
1,20120619191110Z,"""straight douche, wish it was you, you worthless, racist, coward piece of shit"""
1,20120529020654Z,"""you are an idiot"""
1,20120618213009Z,"""why would i want to meet you? you have absolutely no redeeming qualities based on you are delusional posts."""
0,20120528035013Z,"""the mets are a joke and no i'm not mad, just loving seeing you choada is get excited"""
0,,"""the loony left is left are terrified they might have to get off their lazy ass and work."""
0,20120612151312Z,"""i agree to a point. i beieve that a lot of today is violence is due in part to the change we all got in 2008. people are desparate and many are willing to do the unthinkable. i cannot imagine what would make a father do this in front of his children, though. this is something they certainly,'t need to be present for."""
0,,"""and millwall thought they were hard !"""
0,20120611220851Z,"""21st century conservatism: manufactured outrage."""
0,20120611180304Z,"""hows come you do not get nobody clicking you are like button? should be something you think about alot, it means something, it means you are wrong."""
0,20120530030522Z,"""i agree wholeheartedly with you on ali, who i just recently started following on twitter and facebook. my problem with walker is his stupid actions are a black eye to everybody who put themselves out for him."""
0,20120610060356Z,"""they would be cuter if the salt & pepper sprinkled out of the holes in their necks. ;)"""
1,,"""for the record, i'm not gay, nor do i understand the attraction. but self righteous, despicable, vermin like you are the reason our republican party is going to lose the election in november to bozo. if i wasn't so disgusted with the sense of entitlement and lack of self responsibility the dems propgate, i would vote dem. it is not enough for you to live and let live. gays aren't hurting you. you have to attack their lifestyle as if it is you are business what they do behind closed doors. my guess is you are just another bible thumper, probably with gay tendencies yourself you are fighting."""
0,20120611194654Z,"""hey, per,. there is a big bus coming.wanna try to catch it ?"""
0,20120528223047Z,"""trolls are a pox. a pox on them would be like a rattlesnake trying to bite itself."""
1,20120619045034Z,"""-PRON- -PRON-"""
1,20120610120852Z,"""that bitch was dead wrong just because she had a fucked up life dont mean take someone else r.i.p. hernandez life gone before he got to live it senseless at&t giving out iphones for a penny fuck it let that bitch dial collect for the rest of her life she dont even deserve that much stupid bitch"""
1,20120320151838Z,"""all i have to say to you bay is: fuck you!"""
0,20120609222509Z,"""i haven't heard a substance argument from these righties all year just more of the same. they blame obama for the are woes! here is some advice stop waiting for government to improve you are lives and make something of yourselves!"""
0,20120611223957Z,"""360 balls on you are chin"""
0,20120609225445Z,"""rob many of us including me have faced down some really tough guys that were ready,willing, capable, and trying to kill us. some pissant guy in the hood does not qualify. you really have no idea of fear. you need to quit this fascination you have with thugs in the hood. you seem like a bright kid. join the corps and see how really tough you are. you will then understand that hood rats aren't really that bad.. just in their own minds."""
0,20120529031427Z,"""gatta eat cubans.not ham.no wonder why you are nowhere close to accurate"""
0,20120619202105Z,"""calliope you are a beautiful flower and do not you forget it! ;w;"""
0,20120528151531Z,"""gabby in florida * day is not a holiday its a day to remember those that fought for our freedom and those that fought and were maimed wounded and killed defending our flag the one obama took off his campaign plane?? * ""no flag on obama plane?"" posted on august 8, 2008 question: ""did obama replace the u.s. flag on the tail of his campaign plane with his campaign symbol?"" answer: ""yes. obama newly designed campaign plane features the campaign logo on the tail. however, an image of the u.s. flag appears on the side of the plane. ""it is probably worth mentioning that sen. john mccain campaign boeing 737 plane does not feature a u.s. flag on its tail either. as these images from cnn show, it does feature one on the side of the plane near the campaign slogan, prosperity. peace."""
0,20120528202700Z,"""in fact, the stranges thing about the pc crowd is the way some of them obsessively abuse me as being autistic or at least suffering from asperger is (though, admittedly some of them take it obsessive extremes). i wonder if the end justifies the means? perhaps mrs clark would honour me with another of her ""odd"" replies? and share her views on such attacks with us!"""
0,20120612105525Z,"""nazi nutcase. when you will realize jew-hatred is outdated and its for losers? will you blame them for blood libel or causing both world wars too?"""
0,20120529210441Z,"""and barry tries to convince us he is switched to christianity.we are not all stupid as he looks."""
0,20120619231413Z,"""best of luck to you, jenn -- i know it is not easy, but it sounds like you are well on you are way to a great summer!"""
0,20120611224945Z,"""-PRON- i am fucking with you that makes my dick hard and you know what i do.i let them catch me looking at them then quickly pretend to look away and not to see them to see there reaction """
0,20120609210845Z,"""why not vote libertarian? most of you are progressive agenda will be fulfilled hilarious."""
0,,"""what does her being a black woman have to do with it. she is a bitch, bitch get their own category in my book, race is irrelevant when dealing with unsophisticated and uncivil females."""
0,20120529230132Z,"""i would fuck that bottom all day and all night! that ass is just right and that moaning will just get my dick harder. damn."""
0,20120528071541Z,""".from: rogers v. bellei, 401 u. s. 815, 831-3 (1971) [continued] . ""there are at least intimations in the decided cases that a dual national constitutionally may be required to make an election. in perkins v. elg, 307 u. s. 325, 307 u. s. 329 (1939), the court observed that a native-born citizen who had acquired dual nationality during minority through his parents' foreign naturalization abroad did not lose his united states citizenship ""provided that, on attaining majority, he elects to retain that citizenship and to return to the united states to assume its duties."" in kawakita v. united states, 343 u.s. at 343 u. s. 734, the court noted that a dual national, ""under certain circumstances,"" can be deprived of his american citizenship through an act of congress. in mandoli v. acheson, 344 u. s. 133, 344 u. s. 138 (1952), the court took pains to observe that there was no statute in existence imposing an election upon that dual nationality litigant. these cases do not flatly say that a duty to elect may be constitutionally imposed. they surely indicate, however, that this is possible, and, in mandoli, the holding was based on the very absence of a statute, and not on any theory of unconstitutionality. and all three of these cases concerned persons who were born here, that is, persons who possessed fourteenth amendment citizenship; they did not concern a person, such as plaintiff bellei, whose claim to citizenship is wholly, and only, statutory."""""
0,20120528204501Z,"""i use to chat with her back in the day on myspace. awe.. myspace a place where you could actually interact with pstars and celebs. fucking mark zuckerberg."""
1,20120320141407Z,"""whiny bastard. you are up to you are fucking eyeballs in this lie, do not try and back pedal it now. face it, you are name will be forever linked to the most lying, corrupt, disingenuous, filthy group ever to mislabel itself as news. do not like that? too bad! you should have thought of that before you sold you are soul to rupert murdoch for you are thirty pieces of silver. you made you are dinner, now eat it, baby! scum sucking little dirt bag, one lie doesn't cover up another."""
1,20120620033404Z,"""we will bury you in november, parasites."""
1,20120609220658Z,"""by the way, leidiot is a jerk."""
0,20120609183338Z,"""oh and by the way, i saw a recent interview with hitchens and a priest. hitchens actually admitted he may be wrong he could not say with 100% certainty that there is no god. even you are most vocal leaders faith in nothing falters, especially as they age. wonder why?"""
0,,"""i think the person from the school that made this decision, has an ass whipping' coming!"""
1,,"""yeah you probably havew a dick to you ugly fucking monkey black whore, you are not even a women to me, no black women are i think of you as monkeys that should be in the zoo. now go get you are cunt sterilized slus so you dont make any more nixxers"""
0,,"""the less you have, the more you understand ""suck it up and press on"". the more you have the more you think you need a pill for every discomfort. """
0,20120529022532Z,"""ppl, you are too negative in here"""
1,20120619054819Z,"""because you are an idiot jpcali."""
0,20120529073729Z,"""that home run by trumbo was a blast!"""
1,20120527233046Z,"""dang i have a sister? dats new to me..ur wife still wants big black miami dic.k.lol..and it is nothing you can do bout it..she wants dat 305 stick up in her..lmao..lol..she goes hard."""
0,20120618234724Z,"""i think bush was one of the worst precisely because of his amnesty proposals in addition to other betrayals to the conservative cause. thanks to him we got obama. funny how dems consider him one of the worse when in fact he was a liberal president on domestic issues."""
0,20120619012127Z,"""amen to that shit. preach it!!"""
0,20120611190800Z,"""that too. and from chicago!"""
0,,"""good for her she is hugely talented, amazing voice and a very nice girl."""
0,20120619233540Z,"""obama does not believe in our three separate but equal branches of governent."""
0,20120527154138Z,"""i would actually have a hard time giving up hardy by himself for upton, unless i really needed speed."""
0,,"""if japan can, why cannot we?"""
0,,"""-PRON- i assume you are one of the immigrants that will be removed!! i am irish living in spain and if i do not work i cannot live here.simple. in england as an eu immigrant, if you cannot work.sign on?! no no! this has been coming a long time good luck to damian green and this plan"""
0,,"""another reason to vote for newt gingrich and defeat r.i.n.o.! desperate struggle to get mitt romney elected indicates they and their comrades do more than lean left. some, wholeheartedly endorse/embrace socialism. maybe, not to the dedicated, robotic extent barack hussein obama was sworn into office with the charge -fundamental transformation (destroy from within) of america. he and his fellow would-be-dictators think they can trample our constitution at will. he has tried as hard as he could to fulfill pc/socialist agenda. however, god holds america and his sparrows in the palm of his hand. they need to check with fellow despots who have challenged america is resolve. they will be impeached! america will never be destroyed. america is enemies will destroy themselves, first e.g. with all the ""supposedly"" well placed bombs in india, etc. to blow israeli diplomats to smithereens only managed to ""injure"" a couple - as opposed to israel is ""absolute"" success -if true- in blowing to smithereens any nuclear scientist(?) they target! when i hear iran bs about closing the straights, blah, blah, blah, i think of saddam hussein and his ""mother of all wars"" to be unleashed, if america even thought of attacking! american marines dug his rear end out of his gopher hole; i read somewhere that saddam is head popped off t his hanging when trap door was sprung; to add insult to injury; pour salt in open wound: petraeus set up us military compound in his mansion compound with all its gold leaf. keep the faith and the conversation going."""
0,20120530031303Z,"""they should be dragged into the dugout and beaten with bats right?"""
0,20120619043417Z,"""it wouldn't surprise me one bit if asshole tucker carlson put this guy up to this."""
0,20120620124758Z,"""born in america raised by his cubam parents you are point is what?"""
0,,"""let me give you a view from brazil. consenting adults, within the law can have any relationship they choose. government cannot legislate morals. captain boycott, of the british military occupying ireland, with vast powers of the kingdom st his disposal, got rid of his wife of decades, to have a carnal relation ship to a very young lass, well. the community simply decided, to turn thier back when ever he appeared, close thier pubs, stores, once he pulled up. ishunned' thus the word 'boycott' enter the english language. the point, if you feel that strongly, organize a society response to his films and other work, independent of it is intrinsic qualities. here in brazil, there is a culture of deflowering teens and preteen girls, by the nationals here, for foreigners they are sent to prison. this is often done by fathers and grandfathers, the patriarch of the family. said to have originated in ancient rome, the film bravehearth made reference to first night, where the lord of the area do some form of this power sex on minors in thier dominion. west virginia, comes to mind, as this power sex folklore is said to be in epidemic proportions, these daughters get deflowered in house, first, sound familia. are you going to 'boycitt' the state of west virginia? clearly morgan has crossed the lines, of our sensibilities, our puritan morals, and our expectation of decency, so did george w. bush, with his hurricane catrina etc., and bill clinton with his oval office dick sucking, episode of his intern. these are/were actual presidents of these united states. do you have the right to impose you are morals on consenting adults within the law? we all have the answer to this? what freekie things are you doing? can you state, as i am now, none! job"""
1,20120619182145Z,"""papo_swing, go to hell with that little weasel dick carlson. in other words, fuck you, you are mother and every one of you are inbred relatives."""
0,20120515164922Z,"""zooey, you are never going to be cast as power girl. stop wearing her costume knock-offs. also, the nude bra is distracting. it is like a fungus or lichen edging toward her trachea. worrisome."""
1,20120320173037Z,"""hey deniro go fok yourself you wop."""
1,20120609175054Z,"""you really are nothing but an animal, aren't you? have a nice day, i sincerely hope you manage to get some help for you are anger issues. you are obviously deeply disturbed and you have my sympathy."""
1,20120620053507Z,"""ignorant, ignorant, ignorant.piece of crap - so is his mother - how dare you defend / blame this behavior!shame on you and the devil you spawned."""
1,20120609204359Z,"""wow, you really are a fooi."""
1,20120620133009Z,"""you like whore."""
0,20120619061010Z,"""-PRON- i played and beat the game twice now. i am not saying he gave it this review and score because of crude humor. if fact i am not complaining at all. all i said was that as unpolished as no more heroes was people still did not care and rated it high anyways. lollipop chainsaw has the same problems that no more heroes had. the only thing i can add was what kevin already said. too many qte and it was shorter than no more heroes."""
0,20120609232523Z,"""dice is going to be the cod, mw killer without a doubt."""
1,20120609221325Z,"""* haha tranny ? * harder next time cuz you mad lame ! outta here with you are ugly ass !"""
0,20120528221628Z,"""u haters will ana-l-y rape yourself if heat wins tonight"""
0,20120611235036Z,"""sorry you are dad did not make parole."""
0,20120528182747Z,"""come on gets some pitches from him need that philly pen"""
1,20120320121657Z,"""idiotic. beyond idiotic, actually. you must like being a loser."""
0,20120527155305Z,"""yet you reply, lol"""
0,20120529224517Z,"""p.s. the whole point of my statement about cigarettes and beer and other want vs. need items will make a lot more sense to you if you sit down and do the math. people smoke, drink, eat, and drive double the price of that bag in a lifetime and that is okay with you because it is ""self-satisfaction""? so it is ok for some to spend the money if it gives them satisfaction? think very hard about you are statement as it is this country is absolute obsession with ""self-satisfaction"" that is the problem."""
0,20120620030927Z,"""what the fuck was fish doing"""
0,20120620074448Z,"""what is going on with brown is systemic in the right wing fascist party. they do not tell the truth and about half our citizenry are too fucking stupid to check them out. they will swallow whatever they spew and never question it."""
1,20120527233715Z,"""you sir are a complete idiot"""
0,20120612133955Z,"""god, definitely top 3 albums of all time for me. i fucking love this album. for me, the beauty of this album is how weird the songs are and how traditional the song structures were. i like this more then his more experimental later albums."""
0,20120612015728Z,"""don't be so bitter. i'm sure it was purely a coincidence that god created booze immediately prior to creating detroiters and the duck billed platypus."""
0,20120530115615Z,"""<{:-) now you are just teasing me."""
0,20120527185406Z,"""dont laugh you are not far off on you are thoughts of obama"""
0,20120620125500Z,"""any arrests in the terror attack at the travel agency? ruby, where were you on the night in question?"""
1,20120516002001Z,"""you shut you are filthy mouth talking about las premier team like that. """
0,20120529225918Z,"""you guys probably should not be informing this child about how awesome you think beer is. &nbsp;he can discover it on his own when he is legally able to do so. &nbsp;"""
0,20120527190628Z,"""tman2067: you are argument about the team, the defense in particular, winning the games was a better path to follow."""
1,20120609232216Z,"""you are an idiot. we should be sued for all the shit we have done in the mideast. if we are not bombing, droning, starting wars, we are fucking funding them."""
1,20120619203806Z,"""you, sir, are an idiot"""
0,20120620054233Z,"""i would be more than happy to have 10mp option which would at least allow 4x oversampling and also bigger mp but not as big (kinda win win for everyone if i were to decide as nokia ;) )"""
0,20120528213714Z,"""soriano is going to have to ice those knees after today. he did some jogging today."""
0,20120619024133Z,"""leecherius collapse the higher you rise , the more isolated you become..===============one liner bs."""
0,20120528222432Z,"""no, you are not the voice of alot of people."""
0,20120610043233Z,"""anyone who has followed this issue, from the beginning (prior to 2008) knows that anyone stupid enough to believe birtherism is a racist bigot who isn't to be taken seriously."""
1,20120619061333Z,"""you are still a commie basturd, and i hope you get stuffed in a commie oven."""
0,20120620053922Z,"""i would include wars as shit on my face."""
1,20120619210937Z,"""thereisnoreason to pat l4c on the back, she is as dumb as you are."""
0,20120612020556Z,"""lol apple is shit anyway"""
1,20120529030245Z,"""really - what planet are you on?"""
0,20120530140846Z,"""who said anything about njs popularity?"""
0,20120609222357Z,"""fuck em all"""
0,,"""great idea! who the hell empowered free speech or believe it serves any real purpose? consider the fact our president and governors, their cabinet czars, our members of congress and state legislatures have exempted themselves from accountability for what they do and set their own rules! we vote for such royalty so obviously we love what we have! stop complaining for what you voted for! get on our knees, kiss ass, and praise the lords we elect!"""
1,20120611041915Z,"""so you dumbphuck retard sh!te kunthead,son of you are fuck whore momma knows everything huh?you dumb phuckface?"""
0,,"""mary, i appreciate you are manners and encouraging you are classmates to follow. i also think it is important for professors to realize that students often have back-to-back classes. i certainly know what it is like to ""get on a roll"" and want to finish whatever i'm lecturing about. however, i'm also unforgiving when students are late to my classes. when i wrote about things professors do that irritate students ( keeping students late was one of the main things students mentioned. quite simply, one professor is self importance often leads to students being penalized in other classes. i would hope that, when i go over in class, a student would respectfully make me aware of the time. thanks for you are perspective! kenna"""
0,,"""looks like obama is going to get the us another credit downgrade for borrowing and spending and failing to come up with a credible plan for tackling the debt. credible is the operative word. obama can blow smoke up the publics skirt all he want to but the s&p and other credit agencies are not going to be fooled in the least. they have already warned of another downgrade and why? because they do not see any real progress being made on obama is part to intellegently and pragmatically address the issue in a published plan. and, the reason they haven't is because the president has no interest in cutting spending as long as he can borrow from china, et.al. the only way out of this mess is with private business growth and if anything can be said of the last 3.5 years it is that if obama is really really good at anything it is squashing growth. so, either we choose austerity and growth this election or we reelect obama and face it in bankruptcy. what is going to happen to defense and social security and medicare and medicaid and all the social nets when obama cannot borrow the money to pay for them? that is what this election is about and that is the only question that needs an honest answer."""
1,20120620022937Z,"""hey crotch piss off and go to bed.you are getting old and boring"""
1,20120610155920Z,""".yeah co mmj patient is a fuck-tard, one of the 3 shops my ass.."""
0,,"""what he is really saying 'between the words' is the democrats are very close to losing the jewish vote in addition to losing the catholic vote in 2012. jews are, in a way, obama is last hope for guaranteed votes. barry has already lost the moderate catholics. liberal, gay, secularized jews & catholics aren't a big enough demographic to carry obama."""
0,20120529020919Z,"""i say both teams have a 50/50 shot of winning this game hehe"""
0,20120529063547Z,"""great form of travel --- apart from going through tunnels"""
0,20120530034812Z,"""77 f and that dress.she sweat her as off"""
1,20120610033411Z,"""actually just got told to get to my bed. fuck off jackie ya old cow."""
0,20120528232343Z,"""wow joe now there is an intelligent counter point. congrats."""
1,20120529172801Z,"""you conceited little invertebrate. hopefully you pass on that decrepit arrogance to the children you will not have, you bag of maggot scum."""
1,20120611133918Z,"""the hospital has confirmed that he had a seizure. no alcohol or drugs involved. now i suppose by you are thinking, the hospital is lying, afterall they are all communists or nazis. you sound like a fool."""
0,20120529223100Z,"""sounds like you are insecure about something."""
0,20120529230835Z,"""this is horrible. man is inhumanity to man knows no bounds."""
0,20120612022901Z,"""and who just responded to me bw you are way way funny what are you going to say next something like you you you mud head you? something like that oh smart person."""
0,20120528214659Z,"""yes i am.so why not join us and have even more posting."""
1,20120320204825Z,"""you lefty loons are so dumb, you do not realize just how dumb you are. you idiots must have taken gibberish 101 in kindergarten, and you all with flying colors!"""
1,20120611210724Z,"""just too freakin' funny. you are so stupid. talk about gullible."""
0,20120529223527Z,"""here is an idea.why do not we get the h ell out of their country."""
0,20120515132856Z,"""welcome back you old lush!"""
0,20120529172547Z,"""if you are going to criticize the man at least spell the name right, damn!"""
0,20120611193001Z,"""so you are saying 3250 $ is not expensive? rich boy logic .."""
1,20120610033620Z,"""you get the ridicule because you are a fuk'n pos prick little troll"""
0,20120527182507Z,"""i do not mind the home runs, especially with guys on base.but it is nice to see them score by other means too. that was textbook."""
0,,"""obama and his cronies would't know the truth if it jumped up and bit them in the ass. you will only get their version and not the actual truth. but, of course, we can twist and turn anything they say about anyone else who does not agree with them and you are supposed to believe, and unfortunately, most of his followers do believe it to be true. i think the saying goes, ""believe none of what you see and only half of what you hear"". believe you me, seeing is not believing.!!"""
1,20120610062810Z,""".or not nigga! put that shit away. take you are ass home and flush that shit."""
0,20120530024115Z,"""worry about you are current opponent."""
0,,"""so the bill bans using aborted fetuses in food? what about miscarried fetuses? i mean, if god kills it, then it is o.k., right?"""
0,,"""you rock my world alice."""
1,20120320193922Z,"""funny that you are defending a murderer - d**kless idiot defending a d**kless idiot."""
0,20120619004626Z,"""sick car. it would be tight to live in though, no room. and gas would be hard to get a hold of probably in a post-apocalyptic world."""
1,20120619225801Z,"""gawd you are f*cking pathetic, how sick is you are life to be so hateful?"""
0,20120609181331Z,"""so.having a man (i'm assuming) sucking you are dick is doing you a favour? ? each their own i guess."""
0,20120529013522Z,"""only 1 earned run charged to weaver, other 2 were unearned due to errors"""
0,20120529131159Z,"""welcome to socialist serfland. you enjoy you are stay."""
0,20120529031147Z,"""how did the nonsense technicals play any part in this game? exactly it didn't. you just wanna make excuses for the old and slow big 3 three"""
1,,"""stick tha dick back in ya mouth make like its haloween and bob for apples. dumb bitch like you dont deserve to talk"""
0,,"""2 pints for a tenner, a pub near me charges a pint so that should be after the budget, sick"""
1,20120609191838Z,"""maybe you are the braindead moron, religious bigot."""
1,20120529220003Z,"""the pills are you are little technicolor friends. they stop the voices in you are head."""
0,20120620151946Z,"""watch it romney, you are starting to act like ole-buma, marco rubio is not eligible for the vp spot, he does not meet the birth requirement of our constitution. you had better clarify you are statement or you will lose votes. cheers semper fi"""
0,20120530031603Z,"""dude dont troll.leave them alone"""
0,20120528233151Z,"""whats you are bankroll look like"""
1,20120529013430Z,"""don't keep nag waiting. it is hard on his knees. 'twisted'. tonight. bromance."""
1,20120529044533Z,"""gay faggot nerd fuckers tr ollolo olol"""
0,20120612131545Z,"""i think you are making a fairly common mistake in assuming anyone who doesn't vote conservative is ""progressive"". most of the labour heartland up here in the north is deeply conservative in attitudes towards benefits, immigration, europe and many other things, but the tory party are badly damaged goods here. labour just put the frighteners on the voters by saying ""vote for us or the tories get in again"". if the tory party implodes and is no longer there to be used as a threat, labour will not last much longer."""
0,,"""-PRON- -PRON- again, are you against abortions in the case of rape and incest? in the case of the mother is health? in the case of the fetus not being viable? if not, how many of those 340,0 were those sort of cases?"""
0,20120609223645Z,"""this is pretty, but i like you are other necklace better."""
1,20120529172557Z,"""you are ego makes you less qualified."""
0,20120529051717Z,"""most common things miami heat ""fans"" say: 1) lebron is the goat 2) you are just a hater 3) you mad bro?"""
0,20120619131912Z,"""why should putin deal? just murders those of differing opinion. is good to be the president."""
0,20120611184740Z,"""they will be throwing each other in the bin, but that works, too."""
0,20120620072548Z,"""love you jac as always -- you are true to yourself. good for you for saying no to the tabloids."""
0,20120528194339Z,"""lets see them. lol he is a moron"""
0,20120609225238Z,"""damn.r.ip. lilphat.streets gon miss u.webbie keep yo head up.got you wen i drop a new sng.niggas drroppn like flies in my city cannot be caught slippn outcha"""
0,20120528100210Z,"""damn! you are quite the hottie!"""
1,20120320164328Z,"""those taxpayers you scorn pay you are wage and ridiculous benefits, moron. you make me sick and are beneath contempt. you are the product of a legalized monopoly negotiated by people trying to buy influence with unlimited supplies of taxpayer money. screw off, parasite."""
0,,"""definitely the number of questions asked drives engagement, it is not easy to have what appears to be direct access to one of the world is most famous newspapers. plus they ask questions that are extremely relevant to the moment. and some of their content is behind a pay wall so this feels like ""free access"""""
0,20120620124033Z,"""the greatest generation that won world war ii and saved our nation and the world from hitler are the old white men and women."""
0,20120619155905Z,"""the law is against federal law. it is basically an illegal law! then again, the crony conservatives here are well known as everyday average crooks anyways. the sheeple voters are used to this sort of thing."""
0,20120529194639Z,"""woman from my avatar should be on number 1 :p"""
0,,"""wrent that when stokes eys da was aressted when his pub was raided and the rira was in there """
0,20120620032318Z,"""i think its called the likeometer"""
0,,""" love this chick is voice"""
0,,"""rape, defication, urination, squatting on private property. all crimes against society."""
0,20120527173236Z,"""how much trouble would i get into if i just walked up to someone and punched them in the face? (i'm looking at you izzy gutierrez)"""
0,20120610133244Z,"""and you are point is that the heterosexuals have brought in a peaceful, loving and beautiful world? read the news. heterosexuals have brought the world to the brink of destruction. you are logic is off. what is there to ""consider, or think deeply on"" when a homosexual is born this way. when did you think and consider deeply about becoming a heterosexual (if you are) and then stand on the mountaintop to tell the rest of us how it is done? to drill into gays and lesbians that they are sick and perverted and shame them to death is a one way ticket to a muslim country with sharia law. you can pack you are bags and go anytime. get used the new world. it is not going away. unless the heterosexuals destroy it sooner than later."""
0,20120610064914Z,"""lsempa, she is not, its called ceap popularity. if she was in she would be just like m7 and the others"""
0,20120611104900Z,"""sure you are the baddest nigger"""
1,,"""fat lip monkeys get shot?and how are you smarter then blacks because you have a rice dick and suck noddles all day dont make you smart"""
0,,"""the gop just cannot help themselves. the only way i see them having their nominee elected is focus on the economy. i think it is doing better, and stats show it is but that is the underbelly of obama. instead, the gop is focused on a ""pure"" candidate and bringing issues such as contraception into the discussion is a dead bang loser for the gop, but by all means continue to tell women you know best."""
0,20120609211959Z,"""amir bhai you are really doing the great job, a job, a duty, a humanity of every good citizen of you are beloved india. may bless you and you are loving ones. keep it up."""
1,20120620034345Z,"""close you are mouth chimp"""
0,20120620161735Z,"""yes holder , you have a right to be there no matter how much of a crook you are, not to mention the racism you inject everytime you speak ! after all.gaybryan like you !"""
1,20120320065019Z,"""haney you suck as a painter.keep you are day job.wait you suck at that too"""
1,20120529044406Z,"""gay faggot nerd fuckers tr ollolo olol"""
0,20120618214128Z,"""it is called living below you are means adhoc.it is entirely possible if they both worked 43 years to accumulate 3 million and probable, as teachers they probably have a good level of sensability. plus teachers could mean college professor.who make quite a bit at many universities."""
0,,"""or the alternate address - their corporate headquarters: lbj freeway, suite 250 dallas tx 75244"""
0,20120529211838Z,"""not all of us are.only some, dead and alive. when you are leader is a loser, then everyone is lost!"""
0,20120609173056Z,"""um, little fugitive traitor? you are holes are showing."""
0,,"""-PRON- i wish you had called in and dropped this knowledge bomb on them! they wouldn't have known what to do with themselves."""
0,20120619235406Z,"""i understand you are comments and concerns about national safety and secrets, but you can certainly bet that whatever that is, our enemies undoubtedly already know more about it than we probably ever will. national secrets?!!"""
0,20120527200251Z,"""to be or not to be:that is the question!"""
1,20120610091054Z,"""no you are not dickhead. i won this fight!"""
1,20120611165855Z,"""and you are an idiot."""
0,20120610073005Z,"""cyber-bully is it now, as well as moron, idiot, freak. and the rest. you know you have met you are match on this topis, so just go quietly will you. perhaps i will not spot you are next posting, and you will get away with it. bur perhaps not, and i will have the pleasure of refuting you again, who knows?"""
0,20120619203950Z,"""you mean something like the romney bus beeping outside of obama speech?"""
0,20120502224809Z,"""you flatter him needlessly."""
0,20120529041257Z,"""the article really doesn't say much. israel has an increasing number of illegal aliens deal with. got it. appears that author ghitis just felt compelled by her congenital left wing bias to write something that almost sounds negative about israel propaganda intended to morally normalize what moslems are doing every day in places like syria."""
0,20120530143739Z,"""they -PRON- sec would dominate 90% of other conference champs"""
1,20120619062405Z,"""nazi_inc, my people didnt forgot salazar era and there are still many people who remembers it. too stupid for common sense, sad little nazi? :d you will never ignore me, because you are clownish hatred and clownish comments are always exposed by me."""
1,20120611063425Z,"""you are so inteligent white girl. tell us black people more about ourselves. i am sure you know more about us then we do"""
0,20120610151937Z,"""you fail miserably in thwarting logic. ever hear of the ""rule of law"" in you are obviously pathetic educational backround? idiots like you make blogs fun to laugh at, but you have no place in society as anything other than a clown. how many commendations from congress or presidential administrations? zero. who are you and what significance are you to our world? i think zero sums it up. a big fat waste of resources on an obviously flawed specimen of the human race."""
1,20120528094928Z,"""you are clearly stupid, that is what he meant you thumb."""
0,20120619220429Z,"""-PRON- needs to give me a fucking like! i know! i have been doing editing work at night, so it is been tough to do other stuff."""
1,20120320191207Z,"""proof positive that you are idi0t"""
0,20120611220724Z,"""if you love the argentines so much waters.why dont you pack up that turd of a son of yours and piss off to live there with you are new mates.lets see what the argentinians do when they find that little cretin son of oyur hanging off one of their memorials"""
0,20120529210243Z,"""patt i put pagan second because you have speed on the bases with you are first 2 hitters"""
0,20120610135343Z,"""they are all taking orders from the globalist bankers because they are all bought and paid for. but you have obviously been very well programmed to be a seriously nasty opponent of all things american.you are an idiot plain and simple."""
0,20120528234709Z,"""nope. just want to see the blonde is set. thx ahead of time."""
0,20120515185318Z,"""i like all you are pins, haha :)"""
1,20120611233949Z,"""that d be great except for , you should not use the word "" we"" you re a pat het ic loser , living from oa y che que to pay che que haiti doesn't need you i doubt you can even help yourself . thank you"""
0,20120528025002Z,"""hey, hey guys! so, does anyone here know what nabari no ou is? it is a manga/anime, and i'm just curious if anyone knows it or likes it. anyone? xd"""
0,20120610071941Z,"""ignorant dumbasses actually think its an angel. its just a fucking guy walking. just because hes wearing a white vail that makes him look like holy and christ like. doesnt mean its an angel. ffs people."""
1,20120529131856Z,"""another big tale coming from someone that has no ideal what in hell he is talking about."""
1,20120528134547Z,"""p.s. and drop that loser suzy. you are a loser and a trouble maker. exit stage left, and go get a job. it is a rap!"""
